Attendance,Grades,Homework Streak,Feedback Behavior,Weekly Test Scores,Attention Test Scores,Ragging,Finance Issue,Mental Health Issue,Physical Health Issue,Discrimination Based on Gender,Physical Disability,Risk Status
72,98,1,3,39,37,1,0,0,0,0,1,1
60,3,0,5,52,46,0,1,0,0,0,1,1
93,58,0,2,27,52,0,1,0,0,1,1,1
80,0,0,3,21,92,0,1,0,0,0,0,1
64,35,1,1,58,90,0,0,1,0,1,1,1
98,25,0,2,21,35,0,0,0,0,0,1,1
51,84,1,1,18,38,0,0,0,0,1,0,0
90,93,1,2,23,0,0,1,1,1,1,1,1
57,65,0,4,79,26,1,1,1,0,1,1,1
55,14,1,5,25,53,1,0,0,0,1,0,1
65,44,0,5,54,68,1,1,1,1,1,1,1
91,4,1,1,78,63,1,1,1,0,1,0,1
82,70,0,1,32,30,0,1,1,1,0,1,1
73,17,1,1,24,12,0,0,0,1,1,0,1
64,93,1,4,4,74,1,0,1,0,1,1,1
84,61,1,2,80,64,0,0,0,1,0,0,1
79,56,0,3,99,62,0,0,0,0,1,1,0
75,1,0,1,82,45,0,1,0,0,1,0,1
54,16,1,1,4,19,0,1,0,1,1,1,1
50,66,0,4,87,49,0,1,1,1,0,0,1
76,78,1,3,89,56,1,0,1,0,1,0,1
70,49,1,5,40,0,0,1,0,0,1,1,1
55,24,0,1,92,63,0,1,1,0,0,1,1
74,69,0,5,77,96,1,0,1,0,1,0,1
67,21,0,1,15,19,1,0,1,0,0,0,1
54,8,1,2,50,38,1,0,1,1,0,1,1
82,72,1,1,72,53,0,0,0,0,1,0,0
99,33,0,1,51,23,0,1,0,1,0,1,1
67,69,1,1,59,46,1,0,1,0,1,0,1
58,96,0,4,92,80,1,1,0,0,0,1,1
59,0,0,4,67,90,1,0,1,1,0,0,1
86,43,0,1,0,61,0,1,1,1,1,0,1
81,6,1,4,17,72,1,0,1,1,0,0,1
80,14,1,4,77,28,1,1,0,0,0,1,1
59,37,1,3,9,22,1,1,0,0,0,0,1
94,92,0,1,12,39,1,1,1,1,1,0,1
98,80,1,4,8,98,0,1,1,1,0,0,1
85,53,1,5,62,54,1,0,0,0,1,1,1
82,29,1,5,83,79,1,0,1,0,1,1,1
64,82,1,3,68,71,1,1,0,0,1,0,1
73,93,0,2,11,65,1,0,1,1,1,1,1
82,3,0,5,29,28,0,1,0,1,0,0,1
78,74,1,3,31,58,1,0,1,0,0,0,1
93,41,0,4,25,66,0,0,0,0,1,0,0
83,39,1,2,32,8,0,1,0,1,0,1,1
96,96,1,2,93,47,1,1,1,0,1,1,1
94,32,1,2,5,27,1,1,1,1,0,0,1
58,28,0,5,0,19,0,1,0,0,1,0,1
87,14,0,2,13,82,1,1,0,1,0,0,1
52,95,0,1,74,38,0,1,0,0,0,1,1
67,98,1,4,91,35,0,1,0,1,1,0,1
65,62,0,4,28,42,1,0,1,1,1,0,1
53,61,1,2,68,7,1,1,0,0,1,0,1
71,99,0,2,47,54,0,0,1,0,1,0,1
98,67,0,2,50,95,1,1,1,1,0,1,1
79,13,1,4,37,4,0,0,1,0,0,1,1
87,18,0,2,31,69,0,0,1,1,0,0,1
72,81,1,2,96,7,1,1,1,1,0,0,1
68,61,1,4,17,23,1,1,1,1,0,1,1
57,34,0,3,41,52,1,0,1,0,1,1,1
99,98,0,4,50,92,0,1,1,0,1,0,1
76,83,1,3,48,57,1,1,1,1,0,1,1
54,68,1,5,0,66,1,0,0,0,1,0,1
95,75,0,5,70,4,1,0,1,1,0,1,1
75,21,1,3,90,68,0,1,0,1,0,0,1
76,3,0,4,76,90,1,0,0,0,0,1,1
97,34,0,1,43,13,0,1,0,1,1,0,1
69,83,0,4,25,26,0,0,0,0,0,0,0
64,90,1,4,86,1,0,0,0,0,0,1,0
68,72,0,3,44,22,1,1,1,1,1,1,1
82,78,0,1,98,54,0,1,1,0,0,0,1
77,35,0,1,33,46,1,0,1,1,0,1,1
86,76,0,5,33,72,1,0,1,1,1,1,1
88,81,0,1,76,5,0,1,0,1,1,1,1
70,87,1,3,86,68,1,0,1,1,1,0,1
94,81,0,3,34,12,1,0,1,1,0,1,1
53,96,1,1,85,18,1,1,0,0,1,1,1
68,49,1,1,10,97,0,1,0,0,1,0,1
63,11,0,4,66,2,1,1,1,1,0,0,1
99,66,0,3,60,93,1,0,0,0,0,0,1
81,22,0,2,74,63,0,1,0,1,0,0,1
83,68,1,4,33,47,1,1,1,0,1,0,1
68,41,0,3,30,89,0,1,0,0,1,0,1
62,42,1,3,71,34,1,0,0,1,0,1,1
97,15,1,5,28,58,0,1,0,1,1,0,1
77,59,0,4,95,21,0,1,1,0,1,0,1
89,60,1,3,10,72,0,1,1,0,1,0,1
84,81,0,4,6,17,1,1,0,1,1,0,1
57,77,0,3,56,26,1,0,0,0,1,1,1
80,95,0,3,99,29,0,1,1,1,0,1,1
95,99,0,2,87,75,0,0,0,0,0,1,0
66,3,0,5,3,96,0,1,1,0,1,1,1
51,45,0,4,12,87,0,1,0,1,1,1,1
74,25,1,3,92,83,0,1,0,1,0,1,1
66,51,0,4,3,0,1,0,1,0,1,1,1
95,28,0,4,40,21,0,0,1,0,1,1,1
77,82,0,1,87,28,1,1,1,1,0,0,1
87,95,0,4,3,33,1,0,1,1,0,0,1
74,23,0,1,86,54,1,1,0,1,1,1,1
98,10,0,4,32,18,0,0,0,1,1,1,1
62,13,0,4,23,0,1,1,1,0,0,1,1
54,77,0,1,34,38,1,0,1,0,0,0,1
98,13,0,5,20,82,0,1,0,1,0,1,1
96,83,1,4,64,50,1,1,1,0,0,1,1
90,65,1,3,31,90,0,1,1,1,1,1,1
64,3,0,5,16,77,0,0,0,0,1,0,1
99,12,1,2,60,51,0,1,1,0,1,0,1
60,8,0,4,86,67,1,0,1,1,0,1,1
77,10,0,2,92,1,1,1,1,1,1,0,1
64,6,0,5,46,39,1,1,1,0,1,0,1
88,52,1,3,91,23,1,0,1,1,1,1,1
63,31,1,4,73,44,1,0,1,0,0,0,1
54,43,1,1,44,31,0,0,0,1,0,1,1
72,95,0,2,95,7,1,0,0,1,0,1,1
65,21,1,1,53,30,1,0,1,1,0,1,1
79,13,1,5,15,28,0,0,0,1,1,1,1
64,71,1,4,37,54,0,1,0,1,0,1,1
92,45,1,4,65,48,1,1,1,1,0,0,1
75,28,0,2,15,8,0,0,0,1,1,1,1
61,82,1,2,23,90,0,0,0,0,1,1,0
81,29,1,3,69,5,1,1,1,0,0,0,1
77,61,1,5,19,5,0,1,0,1,1,0,1
72,26,1,2,95,35,1,1,0,0,1,0,1
96,50,0,1,1,26,0,0,0,0,1,1,0
93,15,0,1,59,52,0,0,1,1,0,0,1
70,46,1,4,20,80,0,1,0,0,0,1,1
52,65,0,5,75,57,0,1,1,1,1,0,1
75,51,1,3,6,99,0,0,0,0,0,0,0
50,25,0,3,55,12,0,0,1,0,0,0,1
81,18,0,3,8,28,1,0,1,0,0,0,1
96,39,1,2,2,5,0,1,1,1,1,0,1
56,48,1,5,58,2,1,1,1,1,0,1,1
68,45,1,5,34,50,0,0,1,0,1,0,1
72,22,1,1,15,84,0,0,0,0,1,1,1
96,27,0,3,74,56,1,0,0,1,1,0,1
75,75,1,1,48,14,0,1,0,0,0,1,1
63,44,1,2,79,81,0,0,1,0,0,1,1
62,38,0,4,41,90,1,0,1,0,1,0,1
87,0,0,3,58,4,1,1,0,0,0,0,1
69,9,0,1,38,46,1,0,1,0,0,1,1
81,22,1,5,82,8,1,0,1,1,1,0,1
78,69,1,1,70,72,0,1,0,0,0,1,1
69,23,0,2,33,19,0,1,1,1,0,1,1
90,70,0,3,95,15,0,1,1,0,0,1,1
90,86,0,4,56,19,1,1,0,1,1,1,1
75,87,1,2,75,18,0,0,1,1,0,1,1
97,65,1,5,27,89,1,1,0,1,0,1,1
79,55,0,2,23,78,0,0,1,1,1,0,1
78,55,0,1,74,24,0,1,0,1,0,0,1
92,26,1,2,43,62,0,0,1,1,0,1,1
60,31,1,3,54,69,1,1,0,0,1,0,1
70,19,1,1,40,50,1,1,1,1,0,1,1
67,61,0,1,53,9,1,1,1,0,1,0,1
50,25,0,3,69,27,1,0,1,1,1,0,1
89,71,0,1,46,90,1,1,1,1,0,0,1
88,11,0,1,2,79,0,1,0,0,1,0,1
84,57,1,4,32,35,1,0,0,0,0,0,1
51,55,0,5,80,77,0,1,1,1,0,1,1
98,17,1,2,89,10,1,1,0,1,1,1,1
72,54,0,4,59,11,1,0,0,1,0,1,1
95,0,1,5,62,99,1,0,0,1,1,1,1
99,11,1,4,12,14,1,1,0,0,0,1,1
72,36,0,4,82,64,1,1,0,1,0,0,1
89,99,0,2,22,73,0,1,1,0,1,0,1
78,77,1,1,47,50,1,0,0,0,1,1,1
51,8,0,2,10,63,1,0,0,0,1,0,1
71,63,1,5,48,65,0,0,0,0,1,1,0
52,10,0,3,30,68,0,0,1,0,0,1,1
82,89,1,2,67,89,0,1,1,0,0,0,1
56,9,0,2,8,27,1,1,1,1,1,1,1
88,84,0,5,47,53,1,1,1,0,1,1,1
85,4,1,1,29,53,0,1,1,0,1,1,1
86,59,0,3,50,83,1,1,1,1,0,1,1
73,39,1,3,77,13,1,0,0,0,0,0,1
68,80,1,3,25,88,1,1,1,0,0,1,1
88,82,0,3,26,47,1,1,1,1,1,0,1
75,78,1,4,45,20,1,1,1,1,1,0,1
96,87,0,5,88,0,0,0,1,1,1,1,1
65,52,1,5,76,96,0,0,0,0,1,0,0
99,99,1,1,75,40,1,1,1,1,0,0,1
77,48,1,3,56,94,0,0,1,1,0,0,1
71,30,0,1,35,98,1,0,1,0,1,0,1
51,3,1,4,38,37,1,1,1,0,1,1,1
59,10,1,3,66,36,1,0,1,1,0,0,1
67,32,0,5,40,98,1,1,1,1,0,0,1
61,21,1,3,73,16,1,1,1,0,1,1,1
50,41,1,2,44,55,1,1,1,1,0,1,1
53,97,0,1,72,5,1,0,0,0,1,0,1
86,18,0,4,10,89,0,0,0,0,1,0,1
70,97,1,1,17,1,0,1,0,0,1,1,1
69,51,1,3,41,22,0,1,0,0,0,1,1
97,76,1,3,17,87,0,0,1,0,1,0,1
55,63,1,3,16,76,0,0,0,0,0,0,0
70,52,0,4,32,72,1,0,1,0,1,0,1
54,66,1,5,5,57,1,1,0,0,0,0,1
91,89,0,4,73,36,1,0,1,0,1,0,1
66,94,0,3,5,86,0,0,0,0,0,1,0
66,51,0,1,15,49,0,1,1,1,0,1,1
55,92,1,3,21,28,1,1,1,1,0,1,1
82,41,1,5,34,6,0,0,0,1,1,1,1
72,17,1,2,38,14,0,0,1,1,0,0,1
53,14,1,1,32,47,0,1,1,1,1,0,1
58,59,1,5,22,92,1,0,1,1,0,0,1
78,60,1,4,9,13,1,0,1,1,1,0,1
91,13,0,2,15,98,0,1,0,1,1,1,1
60,97,1,1,16,63,1,0,0,0,1,0,1
88,22,1,1,26,70,0,0,0,0,1,0,1
78,61,0,1,19,94,1,0,1,1,1,1,1
81,88,0,5,0,10,0,0,1,0,0,0,1
94,30,1,3,29,0,0,1,1,0,1,0,1
61,10,1,3,2,56,0,1,1,1,0,1,1
84,3,1,5,60,7,0,1,1,0,1,1,1
77,31,1,5,82,2,1,0,0,0,1,1,1
99,32,1,3,41,26,1,0,0,1,0,0,1
57,13,0,3,21,80,0,0,0,1,1,0,1
89,49,0,1,50,66,1,0,0,1,0,0,1
88,39,0,5,21,45,0,0,0,0,1,1,0
55,0,1,4,69,95,1,0,0,0,1,1,1
59,24,0,2,64,3,0,0,1,0,1,1,1
74,84,1,1,71,65,1,0,1,1,1,1,1
62,43,0,2,97,37,0,1,0,0,1,0,1
90,90,0,2,73,13,0,0,1,0,0,0,1
83,91,0,4,83,60,1,1,0,0,1,0,1
64,87,0,2,50,63,1,1,0,0,0,0,1
95,90,1,3,7,69,0,1,0,1,0,0,1
65,73,0,2,56,18,0,0,0,0,0,1,0
54,97,0,4,22,47,1,1,1,1,1,1,1
72,90,1,4,72,33,1,0,0,1,1,0,1
52,41,0,5,64,87,1,1,0,1,0,1,1
57,31,0,1,90,34,0,1,1,1,1,0,1
95,40,1,5,21,65,1,0,0,0,1,1,1
58,95,1,4,48,47,0,1,0,0,1,1,1
55,8,0,1,98,94,1,0,1,0,1,0,1
89,49,0,1,76,20,0,0,0,1,0,0,1
65,36,1,5,73,24,0,1,0,0,1,0,1
65,81,0,3,19,15,1,0,1,0,0,0,1
91,94,0,3,23,64,1,0,1,0,0,1,1
75,1,0,4,50,19,0,0,1,0,1,0,1
72,58,0,2,97,4,0,1,1,0,1,1,1
75,29,1,4,94,8,1,1,0,0,1,1,1
75,80,1,4,12,2,0,0,0,0,0,0,0
69,84,0,3,35,27,0,0,1,1,1,1,1
79,8,0,4,79,1,1,1,1,0,1,0,1
59,36,0,3,47,60,0,1,1,0,0,1,1
61,93,0,4,32,35,0,0,1,1,0,0,1
85,59,1,5,99,28,0,0,0,0,1,1,0
76,15,0,2,83,39,1,1,0,0,0,0,1
89,13,1,5,29,16,0,0,1,1,1,0,1
68,25,1,2,29,39,1,0,1,0,0,1,1
58,80,0,5,36,42,0,1,1,1,1,0,1
51,50,1,2,42,49,1,1,1,0,1,1,1
85,11,0,4,56,5,1,1,0,1,1,1,1
99,46,1,4,52,65,0,1,0,1,0,0,1
96,2,0,3,29,93,1,1,1,1,1,1,1
60,33,0,3,50,79,0,0,1,0,0,1,1
60,92,0,3,70,93,0,1,1,0,0,0,1
74,90,1,1,84,90,1,1,0,0,1,1,1
81,41,1,1,82,98,0,0,1,1,1,1,1
93,1,0,5,67,85,1,1,0,0,0,1,1
77,26,1,2,85,84,0,1,0,0,1,1,1
63,72,0,5,73,55,1,1,0,1,1,1,1
64,83,1,1,75,90,1,0,1,1,1,0,1
55,27,0,3,59,24,0,0,0,1,1,0,1
73,99,1,3,93,29,1,1,0,0,0,0,1
92,22,1,2,12,49,1,0,0,1,0,1,1
89,89,1,3,80,60,0,0,1,0,1,1,1
99,88,1,2,97,52,0,1,0,1,0,0,1
87,84,0,2,55,94,1,1,0,0,0,0,1
88,36,0,2,41,80,0,0,1,1,1,1,1
61,24,1,2,50,76,0,1,1,0,0,1,1
93,30,0,1,26,75,1,1,1,1,0,1,1
74,12,0,5,90,18,1,1,0,0,0,1,1
67,52,1,4,9,62,1,1,1,1,0,0,1
71,56,0,4,3,98,0,1,0,0,0,0,1
80,92,1,4,16,19,0,0,1,1,0,1,1
68,68,1,1,65,73,1,0,0,1,0,0,1
75,65,1,4,41,32,0,0,1,1,1,1,1
79,69,1,1,32,12,1,0,1,0,1,0,1
87,44,1,4,57,43,0,1,1,1,1,0,1
99,85,1,4,72,18,1,0,1,0,0,0,1
90,24,0,4,44,67,0,0,1,0,1,1,1
99,8,1,5,86,46,0,0,1,1,1,1,1
92,30,0,3,56,4,0,0,0,1,1,1,1
81,32,0,1,91,11,0,1,0,1,0,0,1
89,85,0,5,5,4,1,0,1,0,0,0,1
61,67,0,4,29,23,1,0,1,0,1,0,1
64,57,0,2,88,57,0,0,0,0,1,1,0
82,84,1,4,17,89,0,0,0,1,1,1,1
51,81,0,3,35,45,1,1,1,0,1,0,1
51,17,1,4,43,26,0,0,1,1,1,0,1
86,75,1,3,51,65,1,0,1,1,0,0,1
75,18,1,1,75,6,0,1,1,1,1,0,1
62,35,1,1,93,85,1,0,1,0,0,1,1
58,58,1,1,63,84,0,1,0,0,0,1,1
62,85,1,3,56,94,1,0,0,1,1,0,1
74,43,0,3,19,99,1,1,0,1,0,1,1
69,63,0,5,94,94,0,0,0,0,0,0,0
53,98,1,4,20,8,1,0,1,0,1,0,1
60,97,0,5,39,56,0,0,1,0,1,1,1
57,73,0,2,16,11,1,1,0,1,0,0,1
78,27,0,1,74,61,0,0,0,0,0,0,1
64,87,0,1,36,36,1,1,0,0,1,0,1
58,63,0,5,85,62,1,0,1,1,1,1,1
96,51,1,5,42,2,0,0,0,0,1,1,0
85,59,1,5,64,79,1,0,0,1,0,0,1
85,36,1,4,82,73,0,1,1,0,0,1,1
67,48,0,3,19,72,1,0,0,0,0,1,1
73,97,0,1,58,67,0,1,0,0,1,1,1
62,11,1,3,12,84,1,1,1,0,0,1,1
95,72,1,4,93,25,1,1,0,1,1,0,1
57,93,1,1,0,53,0,0,0,0,1,0,0
97,33,0,5,70,0,1,1,0,0,1,1,1
96,47,0,5,19,73,1,0,1,1,1,1,1
89,14,1,4,9,50,1,0,0,1,1,1,1
80,94,0,2,16,4,1,1,0,1,0,1,1
69,31,1,4,14,70,1,1,0,1,0,1,1
92,87,0,2,61,74,0,0,0,1,1,0,1
95,63,0,5,65,10,1,0,0,0,1,1,1
51,43,0,2,29,32,1,1,0,1,1,0,1
93,21,0,2,49,39,1,1,1,1,1,0,1
68,2,1,4,19,3,1,1,1,1,0,0,1
64,26,0,2,21,85,1,0,0,1,1,0,1
75,9,0,3,58,83,1,0,1,0,0,0,1
87,1,0,4,24,13,1,0,0,1,0,0,1
58,56,1,5,84,21,1,0,0,1,0,1,1
84,67,0,4,93,8,0,0,0,0,1,0,0
76,81,1,4,38,74,1,1,1,1,1,0,1
61,1,0,5,69,58,1,1,1,1,1,0,1
94,30,0,2,81,42,0,0,0,0,0,0,1
61,34,0,4,8,29,0,0,1,0,1,0,1
90,97,0,1,46,93,1,1,1,1,1,0,1
86,47,1,2,95,2,1,0,0,0,1,0,1
99,48,0,2,94,0,0,1,0,0,1,0,1
62,10,1,4,98,12,1,0,0,0,1,1,1
67,6,0,5,85,58,0,0,0,1,1,1,1
81,5,0,4,37,12,1,0,1,0,0,1,1
60,42,1,2,47,74,1,0,1,1,0,1,1
98,70,0,2,88,16,0,1,0,1,1,0,1
60,38,0,5,54,89,0,0,1,1,0,0,1
61,5,0,4,98,27,0,1,1,0,1,1,1
79,60,1,5,50,93,0,0,0,0,1,0,0
84,30,1,5,3,65,1,0,1,1,1,1,1
60,59,1,1,11,5,1,1,1,0,1,1,1
62,8,1,3,31,92,0,0,1,1,1,0,1
99,63,0,2,18,18,0,1,0,0,0,1,1
89,81,0,3,26,92,1,1,1,1,0,0,1
98,86,1,1,36,66,0,1,0,1,1,1,1
60,3,0,1,56,13,1,1,0,1,0,0,1
52,15,1,5,62,82,0,0,1,0,0,0,1
97,94,1,1,21,67,1,0,1,0,1,0,1
61,6,0,3,94,76,1,0,1,1,1,1,1
96,93,0,2,65,21,1,0,0,0,0,0,1
91,22,0,2,53,9,0,1,1,0,1,0,1
77,10,0,1,27,93,0,1,1,0,0,0,1
53,28,1,5,44,87,1,0,0,0,0,1,1
66,7,0,2,13,33,1,1,0,1,1,0,1
50,91,0,3,18,72,1,0,0,1,1,0,1
63,83,1,3,67,7,1,1,1,0,1,0,1
88,2,0,4,22,93,1,0,1,1,0,1,1
54,71,1,3,97,9,0,1,1,0,1,1,1
53,76,1,4,19,48,0,1,1,0,1,0,1
69,51,1,4,94,31,0,0,0,1,1,1,1
67,19,0,5,54,27,1,0,1,1,0,1,1
66,94,1,3,16,36,1,0,0,0,0,1,1
57,30,0,3,15,62,1,0,0,1,0,0,1
74,27,1,3,47,49,1,0,0,1,0,0,1
61,15,0,1,30,75,0,0,1,1,1,0,1
72,47,0,5,0,70,1,1,0,0,0,0,1
77,23,1,1,42,29,1,1,1,0,0,1,1
52,58,0,4,16,9,0,1,1,1,1,0,1
58,94,0,3,87,14,0,0,0,1,0,1,1
58,83,0,5,80,52,0,0,1,1,1,1,1
75,8,1,4,76,94,1,1,0,0,0,1,1
88,13,1,5,60,59,0,1,0,1,0,1,1
83,38,0,2,46,89,1,0,1,1,1,0,1
74,38,1,2,64,4,0,0,0,1,1,1,1
71,2,1,4,0,62,1,1,0,1,1,1,1
54,42,0,3,65,25,1,0,0,0,0,0,1
81,51,0,5,27,62,1,1,0,0,1,1,1
61,68,1,4,34,81,0,1,1,0,1,0,1
87,38,1,1,22,19,0,0,0,1,1,1,1
57,69,1,1,50,43,1,0,1,1,0,0,1
72,59,0,1,96,16,1,0,1,0,0,1,1
92,63,1,1,11,96,0,0,1,0,1,0,1
81,53,1,1,71,23,0,0,0,0,1,0,0
59,62,1,1,92,33,1,1,1,0,1,1,1
68,33,1,1,32,23,0,0,1,0,0,0,1
73,88,1,4,97,18,0,1,0,1,0,1,1
69,92,1,4,25,61,1,1,1,0,0,0,1
75,85,0,1,26,97,0,1,1,1,1,1,1
55,44,1,1,5,36,1,0,0,1,0,1,1
75,14,1,1,17,81,1,0,0,1,0,0,1
95,68,1,1,98,4,0,0,1,0,1,0,1
97,81,0,1,56,25,1,0,1,1,1,1,1
74,79,1,5,38,84,0,1,0,0,0,1,1
94,25,1,2,4,56,0,0,1,0,0,1,1
76,63,1,3,47,72,0,1,0,0,0,1,1
93,36,1,2,50,35,1,1,0,0,0,0,1
82,12,1,4,44,13,0,0,0,1,0,1,1
80,38,0,3,86,38,1,0,1,0,1,0,1
64,59,1,5,27,23,0,0,1,0,1,0,1
57,93,1,3,58,26,1,1,1,1,1,0,1
82,30,0,2,64,72,0,0,0,1,0,1,1
51,98,1,3,52,83,0,1,1,0,0,0,1
97,83,0,5,2,96,0,0,1,1,0,1,1
95,83,1,1,66,4,1,1,1,0,1,1,1
93,31,1,2,20,33,0,1,0,0,1,0,1
76,75,0,2,56,87,1,0,0,0,0,0,1
65,7,1,4,83,49,1,1,1,0,0,0,1
54,69,1,5,30,39,0,1,1,1,0,1,1
60,77,0,3,28,84,0,0,0,1,1,0,1
71,62,1,2,96,16,0,0,0,0,0,0,0
89,98,0,2,27,31,1,1,1,0,0,0,1
92,46,0,4,47,55,1,0,0,0,1,0,1
93,32,1,5,95,15,0,1,1,0,0,1,1
80,32,0,4,62,99,0,0,0,0,0,1,1
72,28,0,2,74,4,0,1,1,1,1,0,1
50,12,1,3,44,14,1,0,0,0,1,1,1
67,93,1,1,34,68,0,0,1,0,0,0,1
62,74,0,4,62,51,1,0,1,0,0,0,1
77,55,0,2,28,32,1,1,0,1,1,1,1
93,73,0,3,76,3,1,1,0,0,0,1,1
97,49,1,5,62,39,1,1,0,1,0,0,1
72,19,0,2,59,53,0,1,1,0,1,1,1
81,86,0,2,74,71,0,1,0,0,1,1,1
84,23,1,3,8,54,1,0,1,1,1,0,1
84,30,1,5,2,24,1,0,1,1,0,1,1
92,60,1,5,61,59,1,0,0,0,1,0,1
54,52,1,2,30,50,0,1,1,0,1,1,1
86,13,0,3,75,97,1,0,0,1,1,0,1
69,31,1,3,17,41,0,0,0,1,1,1,1
94,58,0,2,21,75,0,0,0,0,1,0,0
67,16,0,1,38,82,1,0,0,0,1,0,1
98,18,1,3,80,70,0,0,1,0,0,0,1
97,1,1,1,56,4,1,0,0,0,0,0,1
56,15,0,4,82,61,0,1,1,1,1,1,1
56,32,1,2,44,87,0,1,0,1,1,1,1
98,78,0,3,37,87,1,1,1,1,0,1,1
59,73,1,3,88,28,1,0,1,0,0,0,1
78,6,0,5,44,6,1,0,1,1,1,1,1
63,67,0,2,73,18,1,1,1,0,0,0,1
59,70,0,3,47,66,0,1,0,0,1,1,1
71,79,1,5,85,54,1,1,1,1,1,1,1
52,93,0,1,83,2,1,1,0,0,0,1,1
59,85,0,4,62,41,0,0,1,1,0,0,1
96,51,1,1,64,95,1,1,1,1,0,0,1
86,74,1,5,46,64,0,1,1,1,1,1,1
78,58,0,2,76,92,0,0,1,1,1,0,1
50,77,0,2,27,42,1,1,1,0,0,1,1
60,91,1,4,99,9,0,0,1,0,1,0,1
63,26,0,2,49,45,0,1,0,0,1,0,1
93,26,1,5,72,83,0,0,1,0,0,1,1
52,68,0,5,76,47,1,1,1,1,1,1,1
87,59,0,1,12,9,0,0,0,1,0,1,1
57,29,1,5,22,15,0,0,1,1,1,0,1
73,48,1,3,97,60,1,1,0,0,1,0,1
80,92,1,4,76,8,0,0,0,0,0,1,0
67,61,0,2,62,61,0,1,1,0,0,0,1
53,60,1,4,6,4,1,1,1,0,0,0,1
97,15,1,3,85,12,0,0,1,1,1,1,1
84,91,1,1,12,48,1,1,1,0,1,1,1
66,40,0,4,85,30,1,0,1,1,0,0,1
68,32,1,5,45,62,1,1,1,1,0,1,1
92,45,0,1,12,44,1,0,0,0,0,0,1
68,14,0,1,45,65,1,1,1,1,0,0,1
78,68,1,2,46,72,1,1,0,1,0,0,1
85,89,0,3,80,59,0,1,1,0,1,0,1
76,96,1,4,29,91,0,0,1,0,0,0,1
99,12,0,1,29,27,0,0,1,1,0,1,1
89,44,1,3,1,32,1,1,0,0,0,0,1
92,59,1,2,59,87,0,0,1,0,1,0,1
96,42,0,1,98,50,0,1,0,0,1,1,1
55,63,1,1,28,15,0,0,0,1,1,0,1
78,52,0,2,54,14,1,0,0,0,0,0,1
93,13,1,5,37,82,0,1,0,1,0,0,1
69,52,1,4,18,81,1,0,1,1,0,1,1
60,50,1,1,92,96,1,1,1,0,1,0,1
60,50,0,4,46,35,1,0,0,0,1,0,1
59,69,1,5,80,45,1,0,1,0,1,0,1
77,87,0,1,9,30,1,0,1,0,0,1,1
85,94,1,1,25,89,1,1,0,0,0,0,1
61,92,0,2,97,11,1,0,0,0,0,1,1
82,54,1,5,24,71,1,0,1,1,1,1,1
88,85,0,5,87,65,1,0,1,0,1,1,1
81,83,0,1,65,82,0,0,0,0,0,0,0
72,88,1,3,72,50,1,0,0,0,0,1,1
77,47,0,1,84,48,0,0,0,1,1,0,1
71,87,1,1,94,38,1,1,0,0,1,0,1
83,45,0,1,61,91,1,1,1,0,0,0,1
94,62,1,2,27,32,0,1,0,0,1,0,1
91,10,0,5,27,27,1,0,0,1,1,0,1
93,94,1,5,43,27,0,0,1,1,0,0,1
85,96,1,5,76,83,1,0,1,1,0,1,1
91,85,1,5,97,4,0,1,0,0,0,0,1
73,54,0,5,49,56,0,1,1,1,0,1,1
90,94,0,5,73,44,1,0,1,1,0,1,1
73,6,1,3,26,76,0,0,0,0,1,1,1
58,25,1,2,45,39,1,1,0,1,1,1,1
91,5,1,5,6,99,0,1,0,1,0,1,1
95,55,0,1,78,3,0,1,1,0,1,1,1
97,95,0,3,87,4,1,1,1,0,1,1,1
65,47,0,2,73,39,0,0,0,0,1,0,0
86,27,1,3,2,45,1,0,1,1,1,0,1
51,89,0,3,52,47,1,1,1,1,0,0,1
80,33,0,1,38,26,0,0,0,0,1,1,1
87,91,1,4,46,67,1,1,0,1,1,0,1
92,16,0,3,83,23,1,0,1,1,1,0,1
50,16,0,5,62,99,0,0,0,0,1,0,1
69,79,1,3,61,83,1,0,0,1,1,1,1
56,94,1,2,28,30,0,0,1,1,0,0,1
79,34,0,4,82,61,0,0,0,1,1,1,1
53,59,1,4,52,6,0,1,0,1,0,1,1
81,69,1,5,84,43,1,1,1,0,0,0,1
79,72,0,3,2,96,1,1,1,1,1,1,1
66,16,0,2,64,95,1,1,0,1,1,0,1
53,51,0,2,90,64,1,1,1,0,1,0,1
76,92,1,4,92,61,1,1,0,1,0,0,1
56,5,1,4,29,49,1,0,1,1,1,0,1
91,0,1,5,62,49,1,0,1,1,1,0,1
87,83,1,3,40,55,1,0,0,1,0,0,1
61,23,0,1,61,5,1,1,0,0,1,0,1
67,30,1,1,66,58,0,0,0,1,1,1,1
93,38,1,3,57,10,0,0,0,1,0,1,1
53,40,1,1,11,17,0,0,0,1,0,0,1
70,98,1,4,26,57,1,1,1,0,0,1,1
77,81,0,1,44,66,0,0,0,1,1,1,1
78,15,1,2,64,64,0,1,1,0,0,0,1
64,74,0,5,30,2,1,0,1,1,1,0,1
64,18,1,5,16,24,0,1,0,0,0,0,1
66,27,1,1,53,88,1,1,0,1,0,0,1
85,51,0,3,21,55,1,0,0,0,0,0,1
88,42,1,5,72,42,1,0,0,1,0,1,1
93,78,1,3,56,56,1,0,1,0,1,1,1
77,47,1,4,11,90,1,0,0,0,1,0,1
